Country,date,type,value
Australia,28/09/2022,Daily hospital occupancy per million,68.036
Australia,29/09/2022,Daily ICU occupancy,43
Australia,29/09/2022,Daily ICU occupancy per million,1.643
Australia,29/09/2022,Daily hospital occupancy,1563
Australia,29/09/2022,Daily hospital occupancy per million,59.708
Australia,30/09/2022,Daily ICU occupancy,43
Australia,30/09/2022,Daily ICU occupancy per million,1.643
Australia,30/09/2022,Daily hospital occupancy,1563
Australia,30/09/2022,Daily hospital occupancy per million,59.708
Australia,1/10/2022,Daily ICU occupancy,43
Australia,1/10/2022,Daily ICU occupancy per million,1.643
Australia,1/10/2022,Daily hospital occupancy,1563
Australia,1/10/2022,Daily hospital occupancy per million,59.708
Australia,2/10/2022,Daily ICU occupancy,43
Australia,2/10/2022,Daily ICU occupancy per million,1.643
Australia,2/10/2022,Daily hospital occupancy,1563
Australia,2/10/2022,Daily hospital occupancy per million,59.708
Australia,3/10/2022,Daily ICU occupancy,43
Australia,3/10/2022,Daily ICU occupancy per million,1.643
Australia,3/10/2022,Daily hospital occupancy,1563
Australia,3/10/2022,Daily hospital occupancy per million,59.708
Australia,4/10/2022,Daily ICU occupancy,43
Australia,4/10/2022,Daily ICU occupancy per million,1.643
Australia,4/10/2022,Daily hospital occupancy,1563
Australia,4/10/2022,Daily hospital occupancy per million,59.708
Australia,5/10/2022,Daily ICU occupancy,43
Australia,5/10/2022,Daily ICU occupancy per million,1.643
Australia,5/10/2022,Daily hospital occupancy,1563
Australia,5/10/2022,Daily hospital occupancy per million,59.708
Australia,6/10/2022,Daily ICU occupancy,44
Australia,6/10/2022,Daily ICU occupancy per million,1.681
Australia,6/10/2022,Daily hospital occupancy,1465
Australia,6/10/2022,Daily hospital occupancy per million,55.964
Australia,7/10/2022,Daily ICU occupancy,44
Australia,7/10/2022,Daily ICU occupancy per million,1.681
Australia,7/10/2022,Daily hospital occupancy,1465
Australia,7/10/2022,Daily hospital occupancy per million,55.964
Australia,8/10/2022,Daily ICU occupancy,44
Australia,8/10/2022,Daily ICU occupancy per million,1.681
Australia,8/10/2022,Daily hospital occupancy,1465
Australia,8/10/2022,Daily hospital occupancy per million,55.964
Australia,9/10/2022,Daily ICU occupancy,44
Australia,9/10/2022,Daily ICU occupancy per million,1.681
Australia,9/10/2022,Daily hospital occupancy,1465
Australia,9/10/2022,Daily hospital occupancy per million,55.964
Australia,10/10/2022,Daily ICU occupancy,44
Australia,10/10/2022,Daily ICU occupancy per million,1.681
Australia,10/10/2022,Daily hospital occupancy,1465
Australia,10/10/2022,Daily hospital occupancy per million,55.964
Australia,11/10/2022,Daily ICU occupancy,44
Australia,11/10/2022,Daily ICU occupancy per million,1.681
Australia,11/10/2022,Daily hospital occupancy,1465
Australia,11/10/2022,Daily hospital occupancy per million,55.964
Australia,12/10/2022,Daily ICU occupancy,44
Australia,12/10/2022,Daily ICU occupancy per million,1.681
Australia,12/10/2022,Daily hospital occupancy,1465
Australia,12/10/2022,Daily hospital occupancy per million,55.964
Australia,13/10/2022,Daily ICU occupancy,34
Australia,13/10/2022,Daily ICU occupancy per million,1.299
Australia,13/10/2022,Daily hospital occupancy,1425
Australia,13/10/2022,Daily hospital occupancy per million,54.436
Australia,14/10/2022,Daily ICU occupancy,34
Australia,14/10/2022,Daily ICU occupancy per million,1.299
Australia,14/10/2022,Daily hospital occupancy,1425
Australia,14/10/2022,Daily hospital occupancy per million,54.436
Australia,15/10/2022,Daily ICU occupancy,34
Australia,15/10/2022,Daily ICU occupancy per million,1.299
Australia,15/10/2022,Daily hospital occupancy,1425
Australia,15/10/2022,Daily hospital occupancy per million,54.436
Australia,16/10/2022,Daily ICU occupancy,34
Australia,16/10/2022,Daily ICU occupancy per million,1.299
Australia,16/10/2022,Daily hospital occupancy,1425
Australia,16/10/2022,Daily hospital occupancy per million,54.436
Australia,17/10/2022,Daily ICU occupancy,34
Australia,17/10/2022,Daily ICU occupancy per million,1.299
Australia,17/10/2022,Daily hospital occupancy,1425
Australia,17/10/2022,Daily hospital occupancy per million,54.436
Australia,18/10/2022,Daily ICU occupancy,34
Australia,18/10/2022,Daily ICU occupancy per million,1.299
Australia,18/10/2022,Daily hospital occupancy,1425
Australia,18/10/2022,Daily hospital occupancy per million,54.436
Australia,19/10/2022,Daily ICU occupancy,34
Australia,19/10/2022,Daily ICU occupancy per million,1.299
Australia,19/10/2022,Daily hospital occupancy,1425
Australia,19/10/2022,Daily hospital occupancy per million,54.436
Australia,20/10/2022,Daily ICU occupancy,42
Australia,20/10/2022,Daily ICU occupancy per million,1.604
Australia,20/10/2022,Daily hospital occupancy,1433
Australia,20/10/2022,Daily hospital occupancy per million,54.742
Australia,21/10/2022,Daily ICU occupancy,42
Australia,21/10/2022,Daily ICU occupancy per million,1.604
Australia,21/10/2022,Daily hospital occupancy,1433
Australia,21/10/2022,Daily hospital occupancy per million,54.742
Australia,22/10/2022,Daily ICU occupancy,42
Australia,22/10/2022,Daily ICU occupancy per million,1.604
Australia,22/10/2022,Daily hospital occupancy,1433
Australia,22/10/2022,Daily hospital occupancy per million,54.742
Australia,23/10/2022,Daily ICU occupancy,42
Australia,23/10/2022,Daily ICU occupancy per million,1.604
Australia,23/10/2022,Daily hospital occupancy,1433
Australia,23/10/2022,Daily hospital occupancy per million,54.742
Australia,24/10/2022,Daily ICU occupancy,42
Australia,24/10/2022,Daily ICU occupancy per million,1.604
Australia,24/10/2022,Daily hospital occupancy,1433
Australia,24/10/2022,Daily hospital occupancy per million,54.742
Australia,25/10/2022,Daily ICU occupancy,42
Australia,25/10/2022,Daily ICU occupancy per million,1.604
Australia,25/10/2022,Daily hospital occupancy,1433
Australia,25/10/2022,Daily hospital occupancy per million,54.742
Australia,26/10/2022,Daily ICU occupancy,42
Australia,26/10/2022,Daily ICU occupancy per million,1.604
Australia,26/10/2022,Daily hospital occupancy,1433
Australia,26/10/2022,Daily hospital occupancy per million,54.742
Australia,27/10/2022,Daily ICU occupancy,48
Australia,27/10/2022,Daily ICU occupancy per million,1.834
Australia,27/10/2022,Daily hospital occupancy,1348
Australia,27/10/2022,Daily hospital occupancy per million,51.495
Australia,28/10/2022,Daily ICU occupancy,48
Australia,28/10/2022,Daily ICU occupancy per million,1.834
Australia,28/10/2022,Daily hospital occupancy,1348
Australia,28/10/2022,Daily hospital occupancy per million,51.495
Australia,29/10/2022,Daily ICU occupancy,48
Australia,29/10/2022,Daily ICU occupancy per million,1.834
Australia,29/10/2022,Daily hospital occupancy,1348
Australia,29/10/2022,Daily hospital occupancy per million,51.495
Australia,30/10/2022,Daily ICU occupancy,48
Australia,30/10/2022,Daily ICU occupancy per million,1.834
Australia,30/10/2022,Daily hospital occupancy,1348
Australia,30/10/2022,Daily hospital occupancy per million,51.495
Australia,31/10/2022,Daily ICU occupancy,48
Australia,31/10/2022,Daily ICU occupancy per million,1.834
Australia,31/10/2022,Daily hospital occupancy,1348
Australia,31/10/2022,Daily hospital occupancy per million,51.495
Australia,1/11/2022,Daily ICU occupancy,48
Australia,1/11/2022,Daily ICU occupancy per million,1.834
Australia,1/11/2022,Daily hospital occupancy,1348
Australia,1/11/2022,Daily hospital occupancy per million,51.495
Australia,2/11/2022,Daily ICU occupancy,48
Australia,2/11/2022,Daily ICU occupancy per million,1.834
Australia,2/11/2022,Daily hospital occupancy,1348
Australia,2/11/2022,Daily hospital occupancy per million,51.495
Australia,3/11/2022,Daily ICU occupancy,37
Australia,3/11/2022,Daily ICU occupancy per million,1.413
Australia,3/11/2022,Daily hospital occupancy,1395
Australia,3/11/2022,Daily hospital occupancy per million,53.29
Australia,4/11/2022,Daily ICU occupancy,37
Australia,4/11/2022,Daily ICU occupancy per million,1.413
Australia,4/11/2022,Daily hospital occupancy,1395
Australia,4/11/2022,Daily hospital occupancy per million,53.29
Australia,5/11/2022,Daily ICU occupancy,37
Australia,5/11/2022,Daily ICU occupancy per million,1.413
Australia,5/11/2022,Daily hospital occupancy,1395
Australia,5/11/2022,Daily hospital occupancy per million,53.29
Australia,6/11/2022,Daily ICU occupancy,37
Australia,6/11/2022,Daily ICU occupancy per million,1.413
Australia,6/11/2022,Daily hospital occupancy,1395
Australia,6/11/2022,Daily hospital occupancy per million,53.29
Australia,7/11/2022,Daily ICU occupancy,37
Australia,7/11/2022,Daily ICU occupancy per million,1.413
Australia,7/11/2022,Daily hospital occupancy,1395
Australia,7/11/2022,Daily hospital occupancy per million,53.29
Australia,8/11/2022,Daily ICU occupancy,37
Australia,8/11/2022,Daily ICU occupancy per million,1.413
Australia,8/11/2022,Daily hospital occupancy,1395
Australia,8/11/2022,Daily hospital occupancy per million,53.29
Australia,9/11/2022,Daily ICU occupancy,37
Australia,9/11/2022,Daily ICU occupancy per million,1.413
Australia,9/11/2022,Daily hospital occupancy,1395
Australia,9/11/2022,Daily hospital occupancy per million,53.29
Australia,10/11/2022,Daily ICU occupancy,66
Australia,10/11/2022,Daily ICU occupancy per million,2.521
Australia,10/11/2022,Daily hospital occupancy,1796
Australia,10/11/2022,Daily hospital occupancy per million,68.609
Australia,11/11/2022,Daily ICU occupancy,66
Australia,11/11/2022,Daily ICU occupancy per million,2.521
Australia,11/11/2022,Daily hospital occupancy,1796
Australia,11/11/2022,Daily hospital occupancy per million,68.609
Australia,12/11/2022,Daily ICU occupancy,66
Australia,12/11/2022,Daily ICU occupancy per million,2.521
Australia,12/11/2022,Daily hospital occupancy,1796
Australia,12/11/2022,Daily hospital occupancy per million,68.609
Australia,13/11/2022,Daily ICU occupancy,66
Australia,13/11/2022,Daily ICU occupancy per million,2.521
Australia,13/11/2022,Daily hospital occupancy,1796
Australia,13/11/2022,Daily hospital occupancy per million,68.609
Australia,14/11/2022,Daily ICU occupancy,66
Australia,14/11/2022,Daily ICU occupancy per million,2.521
Australia,14/11/2022,Daily hospital occupancy,1796
Australia,14/11/2022,Daily hospital occupancy per million,68.609
Australia,15/11/2022,Daily ICU occupancy,66
Australia,15/11/2022,Daily ICU occupancy per million,2.521
Australia,15/11/2022,Daily hospital occupancy,1796
Australia,15/11/2022,Daily hospital occupancy per million,68.609
Australia,16/11/2022,Daily ICU occupancy,66
Australia,16/11/2022,Daily ICU occupancy per million,2.521
Australia,16/11/2022,Daily hospital occupancy,1796
Australia,16/11/2022,Daily hospital occupancy per million,68.609
Australia,17/11/2022,Daily ICU occupancy,61
Australia,17/11/2022,Daily ICU occupancy per million,2.33
Australia,17/11/2022,Daily hospital occupancy,2129
Australia,17/11/2022,Daily hospital occupancy per million,81.33
Australia,18/11/2022,Daily ICU occupancy,61
Australia,18/11/2022,Daily ICU occupancy per million,2.33
Australia,18/11/2022,Daily hospital occupancy,2129
Australia,18/11/2022,Daily hospital occupancy per million,81.33
Australia,19/11/2022,Daily ICU occupancy,61
Australia,19/11/2022,Daily ICU occupancy per million,2.33
Australia,19/11/2022,Daily hospital occupancy,2129
Australia,19/11/2022,Daily hospital occupancy per million,81.33
Australia,20/11/2022,Daily ICU occupancy,61
Australia,20/11/2022,Daily ICU occupancy per million,2.33
Australia,20/11/2022,Daily hospital occupancy,2129
Australia,20/11/2022,Daily hospital occupancy per million,81.33
Australia,21/11/2022,Daily ICU occupancy,61
Australia,21/11/2022,Daily ICU occupancy per million,2.33
Australia,21/11/2022,Daily hospital occupancy,2129
Australia,21/11/2022,Daily hospital occupancy per million,81.33
Australia,22/11/2022,Daily ICU occupancy,61
Australia,22/11/2022,Daily ICU occupancy per million,2.33
Australia,22/11/2022,Daily hospital occupancy,2129
Australia,22/11/2022,Daily hospital occupancy per million,81.33
Australia,23/11/2022,Daily ICU occupancy,61
Australia,23/11/2022,Daily ICU occupancy per million,2.33
Australia,23/11/2022,Daily hospital occupancy,2129
Australia,23/11/2022,Daily hospital occupancy per million,81.33
Australia,24/11/2022,Daily ICU occupancy,81
Australia,24/11/2022,Daily ICU occupancy per million,3.094
Australia,24/11/2022,Daily hospital occupancy,2513
Australia,24/11/2022,Daily hospital occupancy per million,95.999
Australia,25/11/2022,Daily ICU occupancy,81
Australia,25/11/2022,Daily ICU occupancy per million,3.094
Australia,25/11/2022,Daily hospital occupancy,2513
Australia,25/11/2022,Daily hospital occupancy per million,95.999
Australia,26/11/2022,Daily ICU occupancy,81
Australia,26/11/2022,Daily ICU occupancy per million,3.094
Australia,26/11/2022,Daily hospital occupancy,2513
Australia,26/11/2022,Daily hospital occupancy per million,95.999
Australia,27/11/2022,Daily ICU occupancy,81
Australia,27/11/2022,Daily ICU occupancy per million,3.094
Australia,27/11/2022,Daily hospital occupancy,2513
Australia,27/11/2022,Daily hospital occupancy per million,95.999
Australia,28/11/2022,Daily ICU occupancy,81
Australia,28/11/2022,Daily ICU occupancy per million,3.094
Australia,28/11/2022,Daily hospital occupancy,2513
Australia,28/11/2022,Daily hospital occupancy per million,95.999
Australia,29/11/2022,Daily ICU occupancy,81
Australia,29/11/2022,Daily ICU occupancy per million,3.094
Australia,29/11/2022,Daily hospital occupancy,2513
Australia,29/11/2022,Daily hospital occupancy per million,95.999
Australia,30/11/2022,Daily ICU occupancy,81
Australia,30/11/2022,Daily ICU occupancy per million,3.094
Australia,30/11/2022,Daily hospital occupancy,2513
Australia,30/11/2022,Daily hospital occupancy per million,95.999
Australia,1/12/2022,Daily ICU occupancy,81
Australia,1/12/2022,Daily ICU occupancy per million,3.094
Australia,1/12/2022,Daily hospital occupancy,2794
Australia,1/12/2022,Daily hospital occupancy per million,106.733
Australia,2/12/2022,Daily ICU occupancy,81
Australia,2/12/2022,Daily ICU occupancy per million,3.094
Australia,2/12/2022,Daily hospital occupancy,2794
Australia,2/12/2022,Daily hospital occupancy per million,106.733
Australia,3/12/2022,Daily ICU occupancy,81
Australia,3/12/2022,Daily ICU occupancy per million,3.094
Australia,3/12/2022,Daily hospital occupancy,2794
Australia,3/12/2022,Daily hospital occupancy per million,106.733
Australia,4/12/2022,Daily ICU occupancy,81
Australia,4/12/2022,Daily ICU occupancy per million,3.094
Australia,4/12/2022,Daily hospital occupancy,2794
Australia,4/12/2022,Daily hospital occupancy per million,106.733
Australia,5/12/2022,Daily ICU occupancy,81
Australia,5/12/2022,Daily ICU occupancy per million,3.094
Australia,5/12/2022,Daily hospital occupancy,2794
Australia,5/12/2022,Daily hospital occupancy per million,106.733
Australia,6/12/2022,Daily ICU occupancy,81
Australia,6/12/2022,Daily ICU occupancy per million,3.094
Australia,6/12/2022,Daily hospital occupancy,2794
Australia,6/12/2022,Daily hospital occupancy per million,106.733
Australia,7/12/2022,Daily ICU occupancy,81
Australia,7/12/2022,Daily ICU occupancy per million,3.094
Australia,7/12/2022,Daily hospital occupancy,2794
Australia,7/12/2022,Daily hospital occupancy per million,106.733
Australia,8/12/2022,Daily ICU occupancy,94
Australia,8/12/2022,Daily ICU occupancy per million,3.591
Australia,8/12/2022,Daily hospital occupancy,3076
Australia,8/12/2022,Daily hospital occupancy per million,117.506
Australia,9/12/2022,Daily ICU occupancy,94
Australia,9/12/2022,Daily ICU occupancy per million,3.591
Australia,9/12/2022,Daily hospital occupancy,3076
Australia,9/12/2022,Daily hospital occupancy per million,117.506
Australia,10/12/2022,Daily ICU occupancy,94
Australia,10/12/2022,Daily ICU occupancy per million,3.591
