Date,NSW,,VIC,,QLD,,WA,,SA,,TAS,,ACT,,NT
24-Nov-22,0.15%,,0.22%,,0.14%,,0.06%,,0.13%,,0.08%,,0.06%,,0.08%
25-Nov-22,0.15%,,0.22%,,0.14%,,0.06%,,0.13%,,0.08%,,0.06%,,0.08%
26-Nov-22,0.15%,,0.22%,,0.14%,,0.06%,,0.13%,,0.08%,,0.06%,,0.08%
27-Nov-22,0.15%,,0.22%,,0.14%,,0.06%,,0.13%,,0.08%,,0.06%,,0.08%
28-Nov-22,0.15%,,0.22%,,0.14%,,0.06%,,0.13%,,0.08%,,0.06%,,0.08%
29-Nov-22,0.15%,,0.22%,,0.14%,,0.06%,,0.13%,,0.08%,,0.06%,,0.08%
30-Nov-22,0.15%,,0.22%,,0.14%,,0.06%,,0.13%,,0.08%,,0.06%,,0.08%
1-Dec-22,0.15%,,0.22%,,0.14%,,0.06%,,0.13%,,0.08%,,0.06%,,0.08%
2-Dec-22,0.15%,,0.22%,,0.14%,,0.06%,,0.13%,,0.08%,,0.06%,,0.08%
3-Dec-22,0.15%,,0.22%,,0.14%,,0.06%,,0.13%,,0.08%,,0.06%,,0.08%
4-Dec-22,0.15%,,0.22%,,0.14%,,0.06%,,0.13%,,0.08%,,0.06%,,0.08%
5-Dec-22,0.15%,,0.22%,,0.14%,,0.06%,,0.13%,,0.08%,,0.06%,,0.08%
6-Dec-22,0.15%,,0.22%,,0.14%,,0.06%,,0.13%,,0.08%,,0.06%,,0.08%
7-Dec-22,0.15%,,0.22%,,0.14%,,0.06%,,0.13%,,0.08%,,0.06%,,0.08%
8-Dec-22,0.15%,,0.22%,,0.14%,,0.06%,,0.13%,,0.08%,,0.06%,,0.08%
9-Dec-22,0.15%,,0.22%,,0.14%,,0.06%,,0.13%,,0.08%,,0.06%,,0.08%
10-Dec-22,0.15%,,0.22%,,0.14%,,0.06%,,0.13%,,0.08%,,0.06%,,0.08%
11-Dec-22,0.15%,,0.22%,,0.14%,,0.06%,,0.13%,,0.08%,,0.06%,,0.08%
12-Dec-22,0.15%,,0.22%,,0.14%,,0.06%,,0.13%,,0.08%,,0.06%,,0.08%
13-Dec-22,0.15%,,0.22%,,0.14%,,0.06%,,0.13%,,0.08%,,0.06%,,0.08%
14-Dec-22,0.15%,,0.22%,,0.14%,,0.06%,,0.13%,,0.08%,,0.06%,,0.08%
15-Dec-22,0.15%,,0.22%,,0.14%,,0.06%,,0.13%,,0.08%,,0.06%,,0.08%
16-Dec-22,0.15%,,0.22%,,0.14%,,0.07%,,0.13%,,0.08%,,0.06%,,0.08%
17-Dec-22,0.15%,,0.22%,,0.14%,,0.07%,,0.13%,,0.08%,,0.06%,,0.08%
18-Dec-22,0.15%,,0.22%,,0.14%,,0.07%,,0.13%,,0.08%,,0.06%,,0.08%
19-Dec-22,0.15%,,0.22%,,0.14%,,0.07%,,0.13%,,0.08%,,0.06%,,0.08%
20-Dec-22,0.15%,,0.22%,,0.14%,,0.07%,,0.13%,,0.08%,,0.06%,,0.08%
21-Dec-22,0.15%,,0.22%,,0.14%,,0.07%,,0.13%,,0.08%,,0.06%,,0.08%
22-Dec-22,0.15%,,0.22%,,0.14%,,0.07%,,0.13%,,0.08%,,0.06%,,0.08%
23-Dec-22,0.15%,,0.22%,,0.14%,,0.07%,,0.13%,,0.08%,,0.06%,,0.08%
24-Dec-22,0.15%,,0.22%,,0.14%,,0.07%,,0.13%,,0.08%,,0.06%,,0.08%
25-Dec-22,0.15%,,0.22%,,0.14%,,0.07%,,0.13%,,0.08%,,0.06%,,0.08%
26-Dec-22,0.15%,,0.22%,,0.14%,,0.07%,,0.13%,,0.08%,,0.06%,,0.08%
27-Dec-22,0.15%,,0.22%,,0.14%,,0.07%,,0.13%,,0.08%,,0.06%,,0.08%
28-Dec-22,0.15%,,0.22%,,0.14%,,0.07%,,0.13%,,0.08%,,0.06%,,0.08%
29-Dec-22,0.15%,,0.22%,,0.14%,,0.07%,,0.13%,,0.08%,,0.06%,,0.08%
30-Dec-22,0.15%,,0.23%,,0.14%,,0.07%,,0.13%,,0.08%,,0.06%,,0.08%
31-Dec-22,0.15%,,0.23%,,0.14%,,0.07%,,0.13%,,0.08%,,0.06%,,0.08%
1-Jan-23,0.15%,,0.23%,,0.14%,,0.07%,,0.13%,,0.08%,,0.06%,,0.08%
2-Jan-23,0.15%,,0.23%,,0.14%,,0.07%,,0.13%,,0.08%,,0.06%,,0.08%
3-Jan-23,0.15%,,0.23%,,0.14%,,0.07%,,0.13%,,0.08%,,0.06%,,0.08%
4-Jan-23,0.15%,,0.23%,,0.14%,,0.07%,,0.13%,,0.08%,,0.06%,,0.08%
5-Jan-23,0.15%,,0.23%,,0.14%,,0.07%,,0.13%,,0.08%,,0.06%,,0.08%
6-Jan-23,0.15%,,0.23%,,0.14%,,0.07%,,0.14%,,0.08%,,0.06%,,0.08%
7-Jan-23,0.15%,,0.23%,,0.14%,,0.07%,,0.14%,,0.08%,,0.06%,,0.08%
8-Jan-23,0.15%,,0.23%,,0.14%,,0.07%,,0.14%,,0.08%,,0.06%,,0.08%
9-Jan-23,0.15%,,0.23%,,0.14%,,0.07%,,0.14%,,0.08%,,0.06%,,0.08%
10-Jan-23,0.15%,,0.23%,,0.14%,,0.07%,,0.14%,,0.08%,,0.06%,,0.08%
11-Jan-23,0.15%,,0.23%,,0.14%,,0.07%,,0.14%,,0.08%,,0.06%,,0.08%
12-Jan-23,0.15%,,0.23%,,0.14%,,0.07%,,0.14%,,0.08%,,0.06%,,0.08%
13-Jan-23,0.16%,,0.23%,,0.14%,,0.07%,,0.14%,,0.08%,,0.07%,,0.08%
14-Jan-23,0.16%,,0.23%,,0.14%,,0.07%,,0.14%,,0.08%,,0.07%,,0.08%
15-Jan-23,0.16%,,0.23%,,0.14%,,0.07%,,0.14%,,0.08%,,0.07%,,0.08%
16-Jan-23,0.16%,,0.23%,,0.14%,,0.07%,,0.14%,,0.08%,,0.07%,,0.08%
17-Jan-23,0.16%,,0.23%,,0.14%,,0.07%,,0.14%,,0.08%,,0.07%,,0.08%
18-Jan-23,0.16%,,0.23%,,0.14%,,0.07%,,0.14%,,0.08%,,0.07%,,0.08%
19-Jan-23,0.16%,,0.23%,,0.14%,,0.07%,,0.14%,,0.08%,,0.07%,,0.08%
20-Jan-23,0.16%,,0.24%,,0.15%,,0.07%,,0.14%,,0.09%,,0.06%,,0.08%
21-Jan-23,0.16%,,0.24%,,0.15%,,0.07%,,0.14%,,0.09%,,0.06%,,0.08%
22-Jan-23,0.16%,,0.24%,,0.15%,,0.07%,,0.14%,,0.09%,,0.06%,,0.08%
23-Jan-23,0.16%,,0.24%,,0.15%,,0.07%,,0.14%,,0.09%,,0.06%,,0.08%
24-Jan-23,0.16%,,0.24%,,0.15%,,0.07%,,0.14%,,0.09%,,0.06%,,0.08%
25-Jan-23,0.16%,,0.24%,,0.15%,,0.07%,,0.14%,,0.09%,,0.06%,,0.08%
26-Jan-23,0.16%,,0.24%,,0.15%,,0.07%,,0.14%,,0.09%,,0.06%,,0.08%
27-Jan-23,0.16%,,0.25%,,0.15%,,0.07%,,0.14%,,0.09%,,0.07%,,0.08%
